Holiday,Temperature,Rain_1h,Snow_1h,Clouds_All,Weather_Main,Weather_Description,Date_Time,Traffic_Volume,Month,Day,Year,Hour
None,26.99,0.0,0.0,0,Clear,Sky is Clear,10/09/2016 08:00,2513,10,9,2016,8
None,44.09,0.0,0.0,0,Clear,Sky is Clear,10/09/2016 10:00,4872,10,9,2016,10
None,44.09,0.0,0.0,0,Clear,Sky is Clear,10/09/2016 11:00,4114,10,9,2016,11
None,54.55,0.0,0.0,0,Clear,Sky is Clear,10/09/2016 12:00,4612,10,9,2016,12
None,54.55,0.0,0.0,0,Clear,Sky is Clear,10/09/2016 13:00,4631,10,9,2016,13
None,57.77,0.0,0.0,0,Clear,Sky is Clear,10/09/2016 14:00,4662,10,9,2016,14
None,57.77,0.0,0.0,0,Clear,Sky is Clear,10/09/2016 15:00,4100,10,9,2016,15
None,57.77,0.0,0.0,0,Clear,Sky is Clear,10/09/2016 16:00,4193,10,9,2016,16
None,57.77,0.0,0.0,0,Clear,Sky is Clear,10/09/2016 17:00,4029,10,9,2016,17
None,52.39,0.0,0.0,0,Clear,Sky is Clear,10/09/2016 18:00,3788,10,9,2016,18
None,52.39,0.0,0.0,0,Clear,Sky is Clear,10/09/2016 19:00,3224,10,9,2016,19
None,52.39,0.0,0.0,0,Clear,Sky is Clear,10/09/2016 20:00,2405,10,9,2016,20
None,49.4,0.0,0.0,0,Clear,Sky is Clear,10/09/2016 21:00,1917,10,9,2016,21
None,49.4,0.0,0.0,0,Clear,Sky is Clear,10/09/2016 22:00,1613,10,9,2016,22
None,48.54,0.0,0.0,0,Clear,Sky is Clear,10/09/2016 23:00,949,10,9,2016,23
Columbus Day,48.54,0.0,0.0,0,Clear,Sky is Clear,10/10/2016 00:00,484,10,10,2016,0
Columbus Day,48.54,0.0,0.0,0,Clear,Sky is Clear,10/10/2016 01:00,327,10,10,2016,1
Columbus Day,48.54,0.0,0.0,0,Clear,Sky is Clear,10/10/2016 02:00,261,10,10,2016,2
Columbus Day,48.62,0.0,0.0,0,Clear,Sky is Clear,10/10/2016 03:00,302,10,10,2016,3
Columbus Day,48.62,0.0,0.0,0,Clear,Sky is Clear,10/10/2016 04:00,797,10,10,2016,4
Columbus Day,48.95,0.0,0.0,0,Clear,Sky is Clear,10/10/2016 05:00,2577,10,10,2016,5
Columbus Day,48.95,0.0,0.0,0,Clear,Sky is Clear,10/10/2016 06:00,5360,10,10,2016,6
Columbus Day,48.95,0.0,0.0,0,Clear,Sky is Clear,10/10/2016 07:00,6172,10,10,2016,7
Columbus Day,57.31,0.0,0.0,0,Clear,Sky is Clear,10/10/2016 08:00,5226,10,10,2016,8
Columbus Day,58.37,0.0,0.0,0,Clear,Sky is Clear,10/10/2016 10:00,3954,10,10,2016,10
Columbus Day,58.37,0.0,0.0,0,Clear,Sky is Clear,10/10/2016 11:00,4125,10,10,2016,11
Columbus Day,68.62,0.0,0.0,0,Clear,Sky is Clear,10/10/2016 12:00,4271,10,10,2016,12
Columbus Day,68.62,0.0,0.0,0,Clear,Sky is Clear,10/10/2016 13:00,4426,10,10,2016,13
Columbus Day,68.62,0.0,0.0,0,Clear,Sky is Clear,10/10/2016 14:00,4711,10,10,2016,14
Columbus Day,71.62,0.0,0.0,8,Clear,sky is clear,10/10/2016 15:00,5074,10,10,2016,15
Columbus Day,71.62,0.0,0.0,8,Clear,sky is clear,10/10/2016 16:00,6036,10,10,2016,16
Columbus Day,71.62,0.0,0.0,8,Clear,sky is clear,10/10/2016 17:00,5440,10,10,2016,17
Columbus Day,66.81,0.0,0.0,36,Clouds,scattered clouds,10/10/2016 18:00,4188,10,10,2016,18
Columbus Day,66.81,0.0,0.0,36,Clouds,scattered clouds,10/10/2016 19:00,3267,10,10,2016,19
Columbus Day,66.81,0.0,0.0,36,Clouds,scattered clouds,10/10/2016 20:00,2608,10,10,2016,20
Columbus Day,64.58,0.0,0.0,56,Clouds,broken clouds,10/10/2016 21:00,1924,10,10,2016,21
Columbus Day,64.58,0.0,0.0,56,Clouds,broken clouds,10/10/2016 22:00,1372,10,10,2016,22
Columbus Day,64.58,0.0,0.0,56,Clouds,broken clouds,10/10/2016 23:00,1567,10,10,2016,23
None,62.18,0.0,0.0,56,Clouds,broken clouds,10/11/2016 00:00,1373,10,11,2016,0
None,62.18,0.0,0.0,56,Clouds,broken clouds,10/11/2016 01:00,611,10,11,2016,1
None,62.18,0.0,0.0,56,Clouds,broken clouds,10/11/2016 02:00,491,10,11,2016,2
None,60.45,0.0,0.0,24,Clouds,few clouds,10/11/2016 03:00,477,10,11,2016,3
None,60.45,0.0,0.0,24,Clouds,few clouds,10/11/2016 04:00,890,10,11,2016,4
None,60.45,0.0,0.0,24,Clouds,few clouds,10/11/2016 05:00,2854,10,11,2016,5
None,58.23,0.0,0.0,36,Clouds,scattered clouds,10/11/2016 06:00,5599,10,11,2016,6
None,58.23,0.0,0.0,36,Clouds,scattered clouds,10/11/2016 07:00,6294,10,11,2016,7
None,58.23,0.0,0.0,36,Clouds,scattered clouds,10/11/2016 08:00,5998,10,11,2016,8
None,66.24,0.0,0.0,0,Clear,Sky is Clear,10/11/2016 09:00,4684,10,11,2016,9
None,66.24,0.0,0.0,0,Clear,Sky is Clear,10/11/2016 10:00,4053,10,11,2016,10
None,66.24,0.0,0.0,0,Clear,Sky is Clear,10/11/2016 11:00,4151,10,11,2016,11
None,71.99,0.0,0.0,32,Clouds,scattered clouds,10/11/2016 12:00,4401,10,11,2016,12
None,71.99,0.0,0.0,32,Clouds,scattered clouds,10/11/2016 13:00,4519,10,11,2016,13
None,71.99,0.0,0.0,32,Clouds,scattered clouds,10/11/2016 14:00,4715,10,11,2016,14
None,72.96,0.0,0.0,24,Clouds,few clouds,10/11/2016 15:00,4802,10,11,2016,15
None,72.96,0.0,0.0,24,Clouds,few clouds,10/11/2016 16:00,6139,10,11,2016,16
None,72.96,0.0,0.0,24,Clouds,few clouds,10/11/2016 17:00,5787,10,11,2016,17
None,68.17,0.0,0.0,92,Clouds,overcast clouds,10/11/2016 18:00,4378,10,11,2016,18
None,68.17,0.0,0.0,92,Clouds,overcast clouds,10/11/2016 19:00,2948,10,11,2016,19
None,68.17,0.0,0.0,92,Clouds,overcast clouds,10/11/2016 20:00,2445,10,11,2016,20
None,61.99,0.0,0.0,92,Clouds,overcast clouds,10/11/2016 21:00,2091,10,11,2016,21
None,61.99,0.0,0.0,92,Clouds,overcast clouds,10/11/2016 22:00,1293,10,11,2016,22
None,61.99,0.0,0.0,92,Clouds,overcast clouds,10/11/2016 23:00,791,10,11,2016,23
None,55.0,0.0,0.0,92,Clouds,overcast clouds,10/12/2016 00:00,446,10,12,2016,0
None,55.0,0.0,0.0,92,Clouds,overcast clouds,10/12/2016 01:00,272,10,12,2016,1
None,55.0,0.0,0.0,92,Clouds,overcast clouds,10/12/2016 02:00,230,10,12,2016,2
None,48.02,0.0,0.0,92,Rain,light rain,10/12/2016 03:00,270,10,12,2016,3
None,48.02,0.0,0.0,92,Rain,light rain,10/12/2016 04:00,801,10,12,2016,4
None,48.02,0.0,0.0,92,Rain,light rain,10/12/2016 05:00,2741,10,12,2016,5
None,43.49,0.0,0.0,92,Rain,moderate rain,10/12/2016 06:00,5296,10,12,2016,6
None,43.49,0.0,0.0,92,Rain,moderate rain,10/12/2016 07:00,5871,10,12,2016,7
None,43.49,0.0,0.0,92,Rain,moderate rain,10/12/2016 08:00,5453,10,12,2016,8
None,40.71,0.0,0.0,92,Rain,light rain,10/12/2016 09:00,4837,10,12,2016,9
None,40.71,0.0,0.0,92,Rain,light rain,10/12/2016 10:00,4155,10,12,2016,10
None,40.71,0.0,0.0,92,Rain,light rain,10/12/2016 11:00,4278,10,12,2016,11
None,44.02,0.0,0.0,56,Clouds,broken clouds,10/12/2016 12:00,4278,10,12,2016,12
None,44.02,0.0,0.0,56,Clouds,broken clouds,10/12/2016 13:00,4397,10,12,2016,13
None,44.02,0.0,0.0,56,Clouds,broken clouds,10/12/2016 14:00,4646,10,12,2016,14
None,48.03,0.0,0.0,20,Clouds,few clouds,10/12/2016 15:00,4757,10,12,2016,15
None,48.03,0.0,0.0,20,Clouds,few clouds,10/12/2016 16:00,6211,10,12,2016,16
None,48.03,0.0,0.0,20,Clouds,few clouds,10/12/2016 17:00,5762,10,12,2016,17
None,43.53,0.0,0.0,12,Clouds,few clouds,10/12/2016 18:00,4332,10,12,2016,18
None,43.53,0.0,0.0,12,Clouds,few clouds,10/12/2016 19:00,3080,10,12,2016,19
None,43.53,0.0,0.0,12,Clouds,few clouds,10/12/2016 20:00,2518,10,12,2016,20
None,37.76,0.0,0.0,0,Clear,Sky is Clear,10/12/2016 21:00,2154,10,12,2016,21
None,37.76,0.0,0.0,0,Clear,Sky is Clear,10/12/2016 22:00,1373,10,12,2016,22
None,37.76,0.0,0.0,0,Clear,Sky is Clear,10/12/2016 23:00,864,10,12,2016,23
None,33.12,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 00:00,480,10,13,2016,0
None,33.12,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 01:00,330,10,13,2016,1
None,28.45,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 02:00,233,10,13,2016,2
None,28.45,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 03:00,308,10,13,2016,3
None,28.45,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 04:00,790,10,13,2016,4
None,28.07,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 05:00,2764,10,13,2016,5
None,28.07,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 06:00,5668,10,13,2016,6
None,28.07,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 07:00,5589,10,13,2016,7
None,28.07,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 08:00,5186,10,13,2016,8
None,39.41,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 09:00,5089,10,13,2016,9
None,39.41,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 10:00,4182,10,13,2016,10
None,39.41,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 11:00,4394,10,13,2016,11
None,48.76,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 12:00,4512,10,13,2016,12
None,48.76,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 13:00,4634,10,13,2016,13
None,52.22,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 14:00,5006,10,13,2016,14
None,52.22,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 15:00,5520,10,13,2016,15
None,52.22,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 16:00,6154,10,13,2016,16
None,46.48,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 17:00,5865,10,13,2016,17
None,46.48,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 18:00,4642,10,13,2016,18
None,46.48,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 19:00,3512,10,13,2016,19
None,42.54,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 20:00,2799,10,13,2016,20
None,42.54,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 21:00,2531,10,13,2016,21
None,42.54,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 22:00,2120,10,13,2016,22
None,41.45,0.0,0.0,0,Clear,Sky is Clear,10/13/2016 23:00,1735,10,13,2016,23
None,41.45,0.0,0.0,0,Clear,Sky is Clear,10/14/2016 00:00,2233,10,14,2016,0
None,41.45,0.0,0.0,0,Clear,Sky is Clear,10/14/2016 01:00,1024,10,14,2016,1
None,40.88,0.0,0.0,0,Clear,Sky is Clear,10/14/2016 02:00,373,10,14,2016,2
None,40.88,0.0,0.0,0,Clear,Sky is Clear,10/14/2016 03:00,426,10,14,2016,3
None,40.88,0.0,0.0,0,Clear,Sky is Clear,10/14/2016 04:00,740,10,14,2016,4
None,40.6,0.0,0.0,32,Clouds,scattered clouds,10/14/2016 05:00,2548,10,14,2016,5
None,40.6,0.0,0.0,32,Clouds,scattered clouds,10/14/2016 06:00,5343,10,14,2016,6
None,40.6,0.0,0.0,32,Clouds,scattered clouds,10/14/2016 07:00,6108,10,14,2016,7
None,46.63,0.0,0.0,48,Clouds,scattered clouds,10/14/2016 08:00,5215,10,14,2016,8
None,48.63,0.0,0.0,12,Clouds,few clouds,10/14/2016 10:00,4221,10,14,2016,10
None,48.63,0.0,0.0,12,Clouds,few clouds,10/14/2016 11:00,4726,10,14,2016,11
None,58.94,0.0,0.0,36,Clouds,scattered clouds,10/14/2016 12:00,4619,10,14,2016,12
None,58.94,0.0,0.0,36,Clouds,scattered clouds,10/14/2016 13:00,4638,10,14,2016,13
None,66.65,0.0,0.0,0,Clear,Sky is Clear,10/14/2016 14:00,4994,10,14,2016,14
None,66.65,0.0,0.0,0,Clear,Sky is Clear,10/14/2016 15:00,5686,10,14,2016,15
None,66.65,0.0,0.0,0,Clear,Sky is Clear,10/14/2016 16:00,6047,10,14,2016,16
None,66.09,0.0,0.0,8,Clear,sky is clear,10/14/2016 17:00,5308,10,14,2016,17
None,66.09,0.0,0.0,8,Clear,sky is clear,10/14/2016 18:00,4549,10,14,2016,18
None,66.09,0.0,0.0,8,Clear,sky is clear,10/14/2016 19:00,3577,10,14,2016,19
None,65.23,0.0,0.0,12,Clouds,few clouds,10/14/2016 20:00,2800,10,14,2016,20
None,65.23,0.0,0.0,12,Clouds,few clouds,10/14/2016 21:00,3068,10,14,2016,21
None,65.23,0.0,0.0,12,Clouds,few clouds,10/14/2016 22:00,2481,10,14,2016,22
None,64.82,0.0,0.0,64,Clouds,broken clouds,10/14/2016 23:00,1703,10,14,2016,23
None,64.82,0.0,0.0,64,Clouds,broken clouds,10/15/2016 00:00,1148,10,15,2016,0
None,64.82,0.0,0.0,64,Clouds,broken clouds,10/15/2016 01:00,682,10,15,2016,1
None,65.26,0.0,0.0,88,Clouds,overcast clouds,10/15/2016 02:00,547,10,15,2016,2
None,65.26,0.0,0.0,88,Clouds,overcast clouds,10/15/2016 03:00,391,10,15,2016,3
None,65.26,0.0,0.0,88,Clouds,overcast clouds,10/15/2016 04:00,399,10,15,2016,4
None,65.16,0.0,0.0,92,Clouds,overcast clouds,10/15/2016 05:00,707,10,15,2016,5
None,65.16,0.0,0.0,92,Clouds,overcast clouds,10/15/2016 06:00,1188,10,15,2016,6
None,65.16,0.0,0.0,92,Clouds,overcast clouds,10/15/2016 07:00,1547,10,15,2016,7
None,67.58,0.0,0.0,88,Clouds,overcast clouds,10/15/2016 09:00,3596,10,15,2016,9
None,67.03,0.0,0.0,92,Clouds;Clouds,overcast clouds;overcast clouds,10/15/2016 11:00,4079,10,15,2016,11
None,72.1,0.0,0.0,92,Clouds,overcast clouds,10/15/2016 12:00,4396,10,15,2016,12
None,72.1,0.0,0.0,92,Clouds,overcast clouds,10/15/2016 14:00,4343,10,15,2016,14
None,73.01,0.0,0.0,92,Clouds,overcast clouds,10/15/2016 15:00,4191,10,15,2016,15
None,73.01,0.0,0.0,92,Clouds,overcast clouds,10/15/2016 16:00,4372,10,15,2016,16
None,73.01,0.0,0.0,92,Clouds,overcast clouds,10/15/2016 17:00,4165,10,15,2016,17
None,66.89,0.0,0.0,88,Clouds,overcast clouds,10/15/2016 18:00,3842,10,15,2016,18
None,66.89,0.0,0.0,88,Clouds,overcast clouds,10/15/2016 19:00,3436,10,15,2016,19
None,61.92,0.0,0.0,44,Rain,light rain,10/15/2016 21:00,4319,10,15,2016,21
None,61.92,0.0,0.0,44,Rain,light rain,10/15/2016 22:00,2805,10,15,2016,22
None,61.92,0.0,0.0,44,Rain,light rain,10/15/2016 23:00,1996,10,15,2016,23
None,54.73,0.0,0.0,36,Clouds,scattered clouds,10/16/2016 00:00,1416,10,16,2016,0
None,54.73,0.0,0.0,36,Clouds,scattered clouds,10/16/2016 01:00,947,10,16,2016,1
None,54.73,0.0,0.0,36,Clouds,scattered clouds,10/16/2016 02:00,756,10,16,2016,2
None,49.53,0.0,0.0,0,Clear,Sky is Clear,10/16/2016 03:00,413,10,16,2016,3
None,44.67,0.0,0.0,0,Clear,Sky is Clear,10/16/2016 06:00,761,10,16,2016,6
None,44.67,0.0,0.0,0,Clear,Sky is Clear,10/16/2016 07:00,1086,10,16,2016,7
None,55.58,0.0,0.0,0,Clear,Sky is Clear,10/16/2016 08:00,1761,10,16,2016,8
None,56.89,0.0,0.0,8,Clear,sky is clear,10/16/2016 09:00,2445,10,16,2016,9
None,56.89,0.0,0.0,8,Clear,sky is clear,10/16/2016 10:00,3132,10,16,2016,10
None,56.89,0.0,0.0,8,Clear,sky is clear,10/16/2016 11:00,3377,10,16,2016,11
None,64.89,0.0,0.0,20,Clouds,few clouds,10/16/2016 12:00,3977,10,16,2016,12
None,64.89,0.0,0.0,20,Clouds,few clouds,10/16/2016 13:00,4123,10,16,2016,13
None,65.7,0.0,0.0,88,Clouds,overcast clouds,10/16/2016 14:00,4505,10,16,2016,14
None,65.7,0.0,0.0,88,Clouds,overcast clouds,10/16/2016 15:00,4520,10,16,2016,15
None,65.7,0.0,0.0,88,Clouds,overcast clouds,10/16/2016 16:00,4550,10,16,2016,16
None,62.82,0.0,0.0,76,Clouds,broken clouds,10/16/2016 17:00,4355,10,16,2016,17
None,62.82,0.0,0.0,76,Clouds,broken clouds,10/16/2016 18:00,3926,10,16,2016,18
None,62.82,0.0,0.0,76,Clouds,broken clouds,10/16/2016 19:00,3332,10,16,2016,19
None,64.4,0.0,0.0,92,Rain,light rain,10/16/2016 20:00,2578,10,16,2016,20
None,64.4,0.0,0.0,92,Rain,light rain,10/16/2016 21:00,2024,10,16,2016,21
None,64.4,0.0,0.0,92,Rain,light rain,10/16/2016 22:00,1399,10,16,2016,22
None,62.99,0.0,0.0,92,Rain,moderate rain,10/16/2016 23:00,995,10,16,2016,23
None,62.99,0.0,0.0,92,Rain,moderate rain,10/17/2016 00:00,514,10,17,2016,0
None,62.99,0.0,0.0,92,Rain,moderate rain,10/17/2016 01:00,317,10,17,2016,1
None,63.81,0.0,0.0,24,Rain,light rain,10/17/2016 02:00,239,10,17,2016,2
None,63.81,0.0,0.0,24,Rain,light rain,10/17/2016 03:00,297,10,17,2016,3
None,63.81,0.0,0.0,24,Rain,light rain,10/17/2016 04:00,836,10,17,2016,4
None,57.81,0.0,0.0,32,Clouds,scattered clouds,10/17/2016 05:00,2685,10,17,2016,5
None,57.81,0.0,0.0,32,Clouds,scattered clouds,10/17/2016 06:00,5288,10,17,2016,6
None,57.81,0.0,0.0,32,Clouds,scattered clouds,10/17/2016 07:00,6241,10,17,2016,7
None,60.29,0.0,0.0,0,Clear,Sky is Clear,10/17/2016 08:00,5482,10,17,2016,8
None,63.63,0.0,0.0,12,Clouds,few clouds,10/17/2016 09:00,4607,10,17,2016,9
None,63.63,0.0,0.0,12,Clouds,few clouds,10/17/2016 10:00,4064,10,17,2016,10
None,63.63,0.0,0.0,12,Clouds,few clouds,10/17/2016 11:00,4071,10,17,2016,11
None,66.55,0.0,0.0,92,Clouds,overcast clouds,10/17/2016 12:00,4293,10,17,2016,12
None,66.55,0.0,0.0,92,Clouds,overcast clouds,10/17/2016 13:00,4341,10,17,2016,13
None,66.78,0.0,0.0,64,Rain,light rain,10/17/2016 14:00,4693,10,17,2016,14
None,66.78,0.0,0.0,64,Rain,light rain,10/17/2016 15:00,5272,10,17,2016,15
None,66.78,0.0,0.0,64,Rain,light rain,10/17/2016 16:00,5961,10,17,2016,16
None,61.68,0.0,0.0,100,Rain,heavy intensity rain,10/17/2016 17:00,5262,10,17,2016,17
None,61.68,0.0,0.0,100,Rain,heavy intensity rain,10/17/2016 18:00,4048,10,17,2016,18
None,61.68,0.0,0.0,100,Rain,heavy intensity rain,10/17/2016 19:00,2961,10,17,2016,19
None,56.25,0.0,0.0,32,Rain,moderate rain,10/17/2016 20:00,2322,10,17,2016,20
None,56.25,0.0,0.0,32,Rain,moderate rain,10/17/2016 21:00,1969,10,17,2016,21
None,56.25,0.0,0.0,32,Rain,moderate rain,10/17/2016 22:00,2275,10,17,2016,22
None,52.67,0.0,0.0,64,Rain,light rain,10/17/2016 23:00,1916,10,17,2016,23
None,52.67,0.0,0.0,64,Rain,light rain,10/18/2016 00:00,591,10,18,2016,0
None,52.67,0.0,0.0,64,Rain,light rain,10/18/2016 01:00,441,10,18,2016,1
None,51.93,0.0,0.0,20,Rain,light rain,10/18/2016 02:00,310,10,18,2016,2
None,51.93,0.0,0.0,20,Rain,light rain,10/18/2016 03:00,431,10,18,2016,3
None,51.93,0.0,0.0,20,Rain,light rain,10/18/2016 04:00,1000,10,18,2016,4
None,49.49,0.0,0.0,24,Clouds,few clouds,10/18/2016 05:00,2861,10,18,2016,5
None,49.49,0.0,0.0,24,Clouds,few clouds,10/18/2016 06:00,5747,10,18,2016,6
None,49.49,0.0,0.0,24,Clouds,few clouds,10/18/2016 07:00,6322,10,18,2016,7
None,53.12,0.0,0.0,12,Clouds,few clouds,10/18/2016 08:00,4313,10,18,2016,8
None,53.12,0.0,0.0,12,Clouds,few clouds,10/18/2016 09:00,4977,10,18,2016,9
None,53.12,0.0,0.0,12,Clouds,few clouds,10/18/2016 10:00,4299,10,18,2016,10
None,58.64,0.0,0.0,0,Clear,Sky is Clear,10/18/2016 11:00,4254,10,18,2016,11
None,58.64,0.0,0.0,0,Clear,Sky is Clear,10/18/2016 12:00,4370,10,18,2016,12
None,58.64,0.0,0.0,0,Clear,Sky is Clear,10/18/2016 13:00,4470,10,18,2016,13
None,60.23,0.0,0.0,0,Clear,Sky is Clear,10/18/2016 14:00,4623,10,18,2016,14
None,60.23,0.0,0.0,0,Clear,Sky is Clear,10/18/2016 15:00,5058,10,18,2016,15
None,60.23,0.0,0.0,0,Clear,Sky is Clear,10/18/2016 16:00,6169,10,18,2016,16
None,54.38,0.0,0.0,0,Clear,Sky is Clear,10/18/2016 17:00,5712,10,18,2016,17
None,54.38,0.0,0.0,0,Clear,Sky is Clear,10/18/2016 18:00,4436,10,18,2016,18
None,54.38,0.0,0.0,0,Clear,Sky is Clear,10/18/2016 19:00,3093,10,18,2016,19
None,50.86,0.0,0.0,0,Clear,Sky is Clear,10/18/2016 20:00,2671,10,18,2016,20
None,50.86,0.0,0.0,0,Clear,Sky is Clear,10/18/2016 21:00,3270,10,18,2016,21
None,50.86,0.0,0.0,0,Clear,Sky is Clear,10/18/2016 22:00,2693,10,18,2016,22
None,49.26,0.0,0.0,0,Clear,Sky is Clear,10/18/2016 23:00,996,10,18,2016,23
None,49.26,0.0,0.0,0,Clear,Sky is Clear,10/19/2016 00:00,597,10,19,2016,0
None,49.26,0.0,0.0,0,Clear,Sky is Clear,10/19/2016 01:00,403,10,19,2016,1
None,46.78,0.0,0.0,8,Clear,sky is clear,10/19/2016 02:00,583,10,19,2016,2
None,46.78,0.0,0.0,8,Clear,sky is clear,10/19/2016 03:00,873,10,19,2016,3
None,46.78,0.0,0.0,8,Clear,sky is clear,10/19/2016 04:00,1260,10,19,2016,4
None,43.48,0.0,0.0,0,Clear,Sky is Clear,10/19/2016 05:00,3235,10,19,2016,5
None,43.48,0.0,0.0,0,Clear,Sky is Clear,10/19/2016 06:00,5871,10,19,2016,6
None,43.48,0.0,0.0,0,Clear,Sky is Clear,10/19/2016 07:00,6330,10,19,2016,7
None,52.62,0.0,0.0,0,Clear,Sky is Clear,10/19/2016 08:00,5862,10,19,2016,8
None,47.1,0.0,0.0,0,Clear,Sky is Clear,10/19/2016 10:00,4187,10,19,2016,10
None,47.1,0.0,0.0,0,Clear,Sky is Clear,10/19/2016 11:00,4365,10,19,2016,11
None,52.95,0.0,0.0,32,Clouds,scattered clouds,10/19/2016 13:00,4521,10,19,2016,13
None,53.74,0.0,0.0,48,Clouds,scattered clouds,10/19/2016 14:00,4464,10,19,2016,14
None,53.74,0.0,0.0,48,Clouds,scattered clouds,10/19/2016 15:00,5174,10,19,2016,15
None,53.74,0.0,0.0,48,Clouds,scattered clouds,10/19/2016 16:00,6257,10,19,2016,16
None,47.61,0.0,0.0,12,Clouds,few clouds,10/19/2016 17:00,5674,10,19,2016,17
None,47.61,0.0,0.0,12,Clouds,few clouds,10/19/2016 18:00,4507,10,19,2016,18
None,47.61,0.0,0.0,12,Clouds,few clouds,10/19/2016 19:00,3318,10,19,2016,19
None,41.87,0.0,0.0,0,Clear,Sky is Clear,10/19/2016 20:00,2401,10,19,2016,20
None,41.87,0.0,0.0,0,Clear,Sky is Clear,10/19/2016 21:00,2314,10,19,2016,21
None,41.87,0.0,0.0,0,Clear,Sky is Clear,10/19/2016 22:00,1565,10,19,2016,22
None,37.44,0.0,0.0,0,Clear,Sky is Clear,10/19/2016 23:00,951,10,19,2016,23
None,37.44,0.0,0.0,0,Clear,Sky is Clear,10/20/2016 00:00,720,10,20,2016,0
None,37.44,0.0,0.0,0,Clear,Sky is Clear,10/20/2016 01:00,486,10,20,2016,1
None,29.44,0.0,0.0,0,Clear,Sky is Clear,10/20/2016 05:00,2743,10,20,2016,5
None,29.44,0.0,0.0,0,Clear,Sky is Clear,10/20/2016 06:00,5634,10,20,2016,6
None,29.44,0.0,0.0,0,Clear,Sky is Clear,10/20/2016 07:00,6296,10,20,2016,7
None,39.56,0.0,0.0,0,Clear,Sky is Clear,10/20/2016 08:00,5223,10,20,2016,8
None,38.59,0.0,0.0,0,Clear,Sky is Clear,10/20/2016 10:00,4298,10,20,2016,10
None,38.59,0.0,0.0,0,Clear,Sky is Clear,10/20/2016 11:00,4444,10,20,2016,11
None,46.9,0.0,0.0,0,Clear,Sky is Clear,10/20/2016 13:00,4532,10,20,2016,13
None,46.9,0.0,0.0,0,Clear,Sky is Clear,10/20/2016 14:00,4609,10,20,2016,14
None,48.85,0.0,0.0,0,Clear,Sky is Clear,10/20/2016 15:00,4793,10,20,2016,15
None,48.85,0.0,0.0,0,Clear,Sky is Clear,10/20/2016 16:00,6329,10,20,2016,16
None,42.59,0.0,0.0,24,Clouds,few clouds,10/20/2016 17:00,5660,10,20,2016,17
None,42.59,0.0,0.0,24,Clouds,few clouds,10/20/2016 18:00,4286,10,20,2016,18
None,42.59,0.0,0.0,24,Clouds,few clouds,10/20/2016 19:00,2784,10,20,2016,19
None,37.41,0.0,0.0,56,Clouds,broken clouds,10/20/2016 20:00,2266,10,20,2016,20
None,37.41,0.0,0.0,56,Clouds,broken clouds,10/20/2016 21:00,2295,10,20,2016,21
None,37.41,0.0,0.0,56,Clouds,broken clouds,10/20/2016 22:00,1501,10,20,2016,22
None,37.23,0.0,0.0,68,Clouds,broken clouds,10/20/2016 23:00,996,10,20,2016,23
None,37.23,0.0,0.0,68,Clouds,broken clouds,10/21/2016 00:00,580,10,21,2016,0
None,37.23,0.0,0.0,68,Clouds,broken clouds,10/21/2016 01:00,374,10,21,2016,1
None,33.44,0.0,0.0,32,Clouds,scattered clouds,10/21/2016 02:00,344,10,21,2016,2
None,33.44,0.0,0.0,32,Clouds,scattered clouds,10/21/2016 03:00,492,10,21,2016,3
None,33.44,0.0,0.0,32,Clouds,scattered clouds,10/21/2016 04:00,854,10,21,2016,4
None,31.4,0.0,0.0,24,Clouds,few clouds,10/21/2016 05:00,2563,10,21,2016,5
None,31.4,0.0,0.0,24,Clouds,few clouds,10/21/2016 06:00,5070,10,21,2016,6
None,31.4,0.0,0.0,24,Clouds,few clouds,10/21/2016 07:00,5659,10,21,2016,7
None,41.69,0.0,0.0,76,Clouds,broken clouds,10/21/2016 08:00,4961,10,21,2016,8
None,42.48,0.0,0.0,8,Clear,sky is clear,10/21/2016 10:00,4377,10,21,2016,10
None,42.48,0.0,0.0,8,Clear,sky is clear,10/21/2016 11:00,4439,10,21,2016,11
None,51.29,0.0,0.0,12,Clouds,few clouds,10/21/2016 12:00,4483,10,21,2016,12
